human_resistance,gsr_average,emotion
9,35,Rahatlamış Durum
-1,145,Şaşırmış Durum
32,451,Mutlu Durum
-25,164,Şaşırmış Durum
-2881,117,Üzgün Durum
25,454,Mutlu Durum
20,454,Mutlu Durum
-1711,131,Üzgün Durum
-49,611,Sinirli Durum
-13,198,Şaşırmış Durum
-72,757,Sinirli Durum
-58,219,Heyecanlı Durum
-54,19,Rahatlamış Durum
30,172,Şaşırmış Durum
31,401,Mutlu Durum
-7,111,Heyecanlı Durum
-2604,673,Üzgün Durum
-1617,387,Üzgün Durum
-57,11,Rahatlamış Durum
31,63,Heyecanlı Durum
18,355,Mutlu Durum
-264,389,Üzgün Durum
-1874,691,Üzgün Durum
-3,195,Şaşırmış Durum
18,467,Mutlu Durum
-1297,638,Üzgün Durum
-1669,314,Üzgün Durum
-104,768,Sinirli Durum
-97,713,Sinirli Durum
18,25,Rahatlamış Durum
-1700,646,Üzgün Durum
-7,206,Heyecanlı Durum
-15,36,Rahatlamış Durum
9,27,Rahatlamış Durum
-2044,311,Üzgün Durum
-80,190,Heyecanlı Durum
-19,150,Heyecanlı Durum
-64,137,Heyecanlı Durum
-53,31,Rahatlamış Durum
10,98,Heyecanlı Durum
-57,37,Rahatlamış Durum
15,175,Şaşırmış Durum
34,405,Mutlu Durum
-1467,496,Üzgün Durum
-5,196,Şaşırmış Durum
-2100,365,Üzgün Durum
29,37,Rahatlamış Durum
-1106,635,Üzgün Durum
0,129,Şaşırmış Durum
-1,28,Rahatlamış Durum
20,417,Mutlu Durum
-19,197,Şaşırmış Durum
-86,798,Sinirli Durum
-91,164,Heyecanlı Durum
-104,101,Heyecanlı Durum
27,23,Rahatlamış Durum
-1265,637,Üzgün Durum
-52,107,Heyecanlı Durum
8,125,Şaşırmış Durum
12,34,Rahatlamış Durum
31,17,Rahatlamış Durum
-44,34,Rahatlamış Durum
-1480,203,Üzgün Durum
-22,169,Şaşırmış Durum
-62,93,Heyecanlı Durum
-2752,529,Üzgün Durum
-26,22,Rahatlamış Durum
2,25,Rahatlamış Durum
-53,92,Heyecanlı Durum
-82,326,Sinirli Durum
33,26,Rahatlamış Durum
26,366,Mutlu Durum
-37,281,Sinirli Durum
-14,146,Şaşırmış Durum
-80,635,Sinirli Durum
-70,465,Sinirli Durum
-96,113,Heyecanlı Durum
-43,177,Heyecanlı Durum
-2749,371,Üzgün Durum
-44,165,Heyecanlı Durum
-34,28,Rahatlamış Durum
-1364,549,Üzgün Durum
-83,807,Sinirli Durum
-2571,762,Üzgün Durum
-39,129,Şaşırmış Durum
1,33,Rahatlamış Durum
-14,241,Şaşırmış Durum
-45,26,Sinirli Durum
-51,153,Sinirli Durum
-212,537,Üzgün Durum
-2606,613,Üzgün Durum
-82,77,Sinirli Durum
9,35,Rahatlamış Durum
-2155,128,Üzgün Durum
-34,23,Rahatlamış Durum
3,34,Rahatlamış Durum
-2910,677,Üzgün Durum
-718,93,Üzgün Durum
-57,659,Sinirli Durum
-427,683,Üzgün Durum
-49,31,Rahatlamış Durum
-46,58,Heyecanlı Durum
-60,177,Heyecanlı Durum
-36,225,Şaşırmış Durum
13,181,Şaşırmış Durum
17,451,Mutlu Durum
-49,31,Rahatlamış Durum
-35,137,Şaşırmış Durum
-124,270,Üzgün Durum
-32,20,Rahatlamış Durum
-55,348,Sinirli Durum
29,462,Mutlu Durum
-1870,470,Üzgün Durum
-9,19,Rahatlamış Durum
-2,128,Şaşırmış Durum
31,365,Mutlu Durum
-57,30,Rahatlamış Durum
-49,23,Rahatlamış Durum
-33,97,Heyecanlı Durum
-62,18,Rahatlamış Durum
0,208,Şaşırmış Durum
-2857,207,Üzgün Durum
31,454,Mutlu Durum
-54,26,Rahatlamış Durum
-17,191,Şaşırmış Durum
-64,124,Heyecanlı Durum
-51,19,Rahatlamış Durum
-2255,182,Üzgün Durum
-90,64,Sinirli Durum
-98,669,Sinirli Durum
4,175,Heyecanlı Durum
-23,258,Şaşırmış Durum
17,192,Üzgün Durum
2,96,Heyecanlı Durum
-52,250,Sinirli Durum
-67,28,Rahatlamış Durum
-37,32,Rahatlamış Durum
-98,217,Sinirli Durum
26,57,Heyecanlı Durum
-3250,512,Üzgün Durum
16,380,Mutlu Durum
-2019,531,Üzgün Durum
-103,769,Sinirli Durum
-34,217,Heyecanlı Durum
4,21,Rahatlamış Durum
-62,29,Rahatlamış Durum
-19,57,Heyecanlı Durum
1,244,Şaşırmış Durum
-40,104,Heyecanlı Durum
-3251,745,Üzgün Durum
-104,795,Sinirli Durum
-2971,332,Üzgün Durum
29,357,Mutlu Durum
-12,36,Rahatlamış Durum
-19,144,Şaşırmış Durum
30,420,Mutlu Durum
-37,233,Şaşırmış Durum
-2384,288,Üzgün Durum
-1,143,Heyecanlı Durum
-7,37,Rahatlamış Durum
-81,63,Heyecanlı Durum
-2146,786,Üzgün Durum
-31,33,Rahatlamış Durum
13,144,Şaşırmış Durum
32,394,Mutlu Durum
17,176,Şaşırmış Durum
-62,147,Heyecanlı Durum
7,32,Rahatlamış Durum
-54,55,Heyecanlı Durum
21,123,Heyecanlı Durum
-92,614,Sinirli Durum
-95,80,Heyecanlı Durum
-68,55,Heyecanlı Durum
14,217,Şaşırmış Durum
-38,225,Sinirli Durum
19,29,Rahatlamış Durum
-98,325,Üzgün Durum
-14,142,Heyecanlı Durum
-630,461,Üzgün Durum
29,387,Mutlu Durum
-57,11,Rahatlamış Durum
-2815,250,Üzgün Durum
34,375,Mutlu Durum
-25,205,Şaşırmış Durum
-38,523,Sinirli Durum
-96,657,Üzgün Durum
-105,296,Sinirli Durum
21,353,Mutlu Durum
-1129,115,Üzgün Durum
-28,34,Rahatlamış Durum
-82,99,Sinirli Durum
-47,593,Sinirli Durum
-93,120,Heyecanlı Durum
-82,56,Sinirli Durum
-28,195,Heyecanlı Durum
28,256,Şaşırmış Durum
-625,14,Üzgün Durum
-44,32,Rahatlamış Durum
25,393,Mutlu Durum
17,155,Şaşırmış Durum
20,392,Mutlu Durum
-33,251,Şaşırmış Durum
-12,243,Üzgün Durum
-65,12,Rahatlamış Durum
-3234,108,Üzgün Durum
-1830,741,Üzgün Durum
-736,561,Üzgün Durum
-14,182,Heyecanlı Durum
-45,35,Rahatlamış Durum
-78,204,Heyecanlı Durum
19,141,Şaşırmış Durum
34,446,Mutlu Durum
-22,109,Heyecanlı Durum
-26,174,Şaşırmış Durum
-71,400,Sinirli Durum
-3203,86,Üzgün Durum
-49,774,Sinirli Durum
-723,40,Üzgün Durum
-3174,21,Üzgün Durum
-59,119,Heyecanlı Durum
-25,160,Şaşırmış Durum
-18,33,Rahatlamış Durum
-30,251,Şaşırmış Durum
-2703,89,Üzgün Durum
-80,66,Heyecanlı Durum
-1266,571,Üzgün Durum
-2628,745,Üzgün Durum
32,404,Mutlu Durum
-103,614,Sinirli Durum
-14,170,Şaşırmış Durum
-18,33,Rahatlamış Durum
0,18,Rahatlamış Durum
-1102,760,Üzgün Durum
-54,115,Heyecanlı Durum
-62,14,Rahatlamış Durum
30,21,Rahatlamış Durum
18,426,Mutlu Durum
-33,90,Heyecanlı Durum
-1901,225,Üzgün Durum
-38,82,Heyecanlı Durum
21,384,Mutlu Durum
-47,186,Heyecanlı Durum
21,362,Mutlu Durum
-43,33,Sinirli Durum
-32,53,Heyecanlı Durum
-2814,53,Üzgün Durum
15,395,Mutlu Durum
-2,250,Şaşırmış Durum
32,453,Mutlu Durum
33,376,Mutlu Durum
-97,202,Heyecanlı Durum
23,378,Mutlu Durum
25,354,Mutlu Durum
-37,24,Rahatlamış Durum
-65,159,Sinirli Durum
-3,28,Rahatlamış Durum
-57,126,Heyecanlı Durum
17,200,Şaşırmış Durum
-95,730,Sinirli Durum
32,29,Rahatlamış Durum
15,21,Rahatlamış Durum
-59,25,Rahatlamış Durum
-25,146,Şaşırmış Durum
-48,12,Rahatlamış Durum
-56,182,Sinirli Durum
-90,134,Sinirli Durum
-6,169,Şaşırmış Durum
-561,637,Üzgün Durum
-1981,100,Üzgün Durum
30,124,Heyecanlı Durum
16,125,Heyecanlı Durum
-3199,525,Üzgün Durum
-95,689,Sinirli Durum
7,156,Heyecanlı Durum
23,402,Mutlu Durum
4,170,Şaşırmış Durum
-45,18,Rahatlamış Durum
-99,155,Heyecanlı Durum
-3216,276,Üzgün Durum
-2455,433,Üzgün Durum
-250,478,Üzgün Durum
-2039,755,Üzgün Durum
33,382,Mutlu Durum
-1066,249,Üzgün Durum
-1497,153,Üzgün Durum
-1408,737,Üzgün Durum
33,408,Mutlu Durum
-46,120,Heyecanlı Durum
1,13,Rahatlamış Durum
-51,503,Sinirli Durum
-52,191,Heyecanlı Durum
-85,142,Heyecanlı Durum
4,130,Şaşırmış Durum
-68,22,Rahatlamış Durum
3,58,Heyecanlı Durum
-38,198,Heyecanlı Durum
22,456,Mutlu Durum
1,161,Şaşırmış Durum
4,15,Rahatlamış Durum
-47,15,Rahatlamış Durum
34,442,Mutlu Durum
26,18,Rahatlamış Durum
-33,217,Heyecanlı Durum
11,161,Şaşırmış Durum
-79,292,Sinirli Durum
21,145,Heyecanlı Durum
-2734,654,Üzgün Durum
-44,269,Sinirli Durum
24,400,Mutlu Durum
19,381,Mutlu Durum
-97,117,Üzgün Durum
-97,160,Heyecanlı Durum
-1226,148,Üzgün Durum
-3098,426,Üzgün Durum
-85,503,Sinirli Durum
-36,720,Sinirli Durum
25,433,Mutlu Durum
-45,28,Rahatlamış Durum
-29,259,Şaşırmış Durum
20,455,Mutlu Durum
-94,119,Heyecanlı Durum
-48,254,Sinirli Durum
-42,18,Rahatlamış Durum
22,407,Mutlu Durum
30,388,Mutlu Durum
22,445,Mutlu Durum
6,50,Heyecanlı Durum
-20,21,Rahatlamış Durum
-16,20,Rahatlamış Durum
-62,236,Sinirli Durum
20,406,Mutlu Durum
15,28,Rahatlamış Durum
-1169,789,Üzgün Durum
-29,13,Rahatlamış Durum
25,182,Heyecanlı Durum
-29,152,Şaşırmış Durum
-101,282,Sinirli Durum
27,370,Mutlu Durum
26,403,Mutlu Durum
26,134,Heyecanlı Durum
-7,36,Rahatlamış Durum
-16,152,Şaşırmış Durum
-36,826,Sinirli Durum
-8,16,Rahatlamış Durum
-1068,420,Üzgün Durum
13,257,Şaşırmış Durum
-32,204,Şaşırmış Durum
21,363,Mutlu Durum
11,230,Şaşırmış Durum
-37,189,Heyecanlı Durum
-512,461,Üzgün Durum
30,212,Şaşırmış Durum
-1492,697,Üzgün Durum
32,16,Rahatlamış Durum
-2667,149,Üzgün Durum
16,161,Şaşırmış Durum
26,440,Mutlu Durum
-105,216,Sinirli Durum
-67,776,Sinirli Durum
21,368,Mutlu Durum
-73,192,Heyecanlı Durum
25,177,Şaşırmış Durum
-52,796,Sinirli Durum
-55,24,Rahatlamış Durum
17,14,Rahatlamış Durum
-73,154,Sinirli Durum
-52,155,Heyecanlı Durum
-23,27,Rahatlamış Durum
11,24,Rahatlamış Durum
-39,709,Sinirli Durum
15,27,Rahatlamış Durum
-50,126,Heyecanlı Durum
20,385,Mutlu Durum
-9,29,Rahatlamış Durum
-40,220,Sinirli Durum
-20,217,Şaşırmış Durum
-19,23,Rahatlamış Durum
-45,20,Rahatlamış Durum
25,222,Şaşırmış Durum
-86,108,Heyecanlı Durum
-53,11,Rahatlamış Durum
20,367,Mutlu Durum
-56,13,Rahatlamış Durum
-43,19,Rahatlamış Durum
31,445,Mutlu Durum
-84,177,Heyecanlı Durum
-2836,279,Üzgün Durum
-50,90,Heyecanlı Durum
-57,641,Sinirli Durum
-3232,635,Üzgün Durum
1,170,Şaşırmış Durum
30,399,Mutlu Durum
11,234,Şaşırmış Durum
11,240,Şaşırmış Durum
31,407,Mutlu Durum
-97,398,Sinirli Durum
-42,104,Heyecanlı Durum
-61,793,Sinirli Durum
-82,14,Sinirli Durum
-40,12,Rahatlamış Durum
31,363,Mutlu Durum
-98,755,Sinirli Durum
28,192,Şaşırmış Durum
22,447,Mutlu Durum
7,176,Heyecanlı Durum
-36,440,Sinirli Durum
-43,99,Heyecanlı Durum
-49,469,Sinirli Durum
-103,421,Sinirli Durum
14,143,Heyecanlı Durum
-67,80,Heyecanlı Durum
9,28,Rahatlamış Durum
-101,201,Heyecanlı Durum
-45,79,Heyecanlı Durum
19,448,Mutlu Durum
-32,19,Rahatlamış Durum
13,28,Rahatlamış Durum
-46,70,Sinirli Durum
-41,123,Heyecanlı Durum
29,397,Mutlu Durum
-69,809,Sinirli Durum
-81,777,Sinirli Durum
-1807,520,Üzgün Durum
-290,74,Üzgün Durum
17,376,Mutlu Durum
0,14,Rahatlamış Durum
28,17,Rahatlamış Durum
-45,12,Rahatlamış Durum
-61,18,Rahatlamış Durum
35,364,Mutlu Durum
-1917,136,Üzgün Durum
-13,82,Heyecanlı Durum
27,364,Mutlu Durum
23,106,Heyecanlı Durum
-25,251,Şaşırmış Durum
-46,24,Rahatlamış Durum
18,247,Şaşırmış Durum
-2733,779,Üzgün Durum
-62,21,Rahatlamış Durum
-94,58,Sinirli Durum
-53,37,Rahatlamış Durum
28,147,Şaşırmış Durum
-90,238,Sinirli Durum
5,144,Heyecanlı Durum
-2263,134,Üzgün Durum
-2465,290,Üzgün Durum
-61,17,Rahatlamış Durum
-66,88,Sinirli Durum
-24,35,Rahatlamış Durum
-2476,705,Üzgün Durum
28,403,Mutlu Durum
33,28,Rahatlamış Durum
-3,16,Rahatlamış Durum
-41,37,Rahatlamış Durum
29,432,Mutlu Durum
-1585,125,Üzgün Durum
-459,553,Üzgün Durum
-36,76,Sinirli Durum
29,13,Rahatlamış Durum
-25,12,Rahatlamış Durum
16,416,Mutlu Durum
20,402,Mutlu Durum
9,146,Şaşırmış Durum
10,145,Şaşırmış Durum
-43,730,Sinirli Durum
-29,165,Üzgün Durum
-1,245,Şaşırmış Durum
-13,222,Şaşırmış Durum
-94,118,Heyecanlı Durum
32,415,Mutlu Durum
22,369,Mutlu Durum
-21,249,Şaşırmış Durum
-3035,481,Üzgün Durum
-2456,719,Üzgün Durum
-467,742,Üzgün Durum
31,444,Mutlu Durum
34,450,Mutlu Durum
-1772,92,Üzgün Durum
-1136,272,Üzgün Durum
-10,203,Şaşırmış Durum
-64,40,Sinirli Durum
-194,554,Üzgün Durum
-90,251,Sinirli Durum
-46,91,Heyecanlı Durum
-85,104,Sinirli Durum
-10,156,Heyecanlı Durum
26,73,Heyecanlı Durum
-3004,104,Üzgün Durum
-101,567,Sinirli Durum
23,384,Mutlu Durum
-96,719,Sinirli Durum
-59,468,Sinirli Durum
-30,213,Şaşırmış Durum
-64,98,Heyecanlı Durum
22,360,Mutlu Durum
-102,58,Heyecanlı Durum
3,17,Rahatlamış Durum
-1492,287,Üzgün Durum
26,198,Heyecanlı Durum
21,351,Mutlu Durum
-103,514,Sinirli Durum
17,202,Şaşırmış Durum
-49,137,Heyecanlı Durum
-2546,379,Üzgün Durum
-130,70,Üzgün Durum
-41,29,Rahatlamış Durum
-101,53,Sinirli Durum
-1028,249,Üzgün Durum
-17,193,Şaşırmış Durum
-2947,331,Üzgün Durum
-16,214,Şaşırmış Durum
-21,17,Rahatlamış Durum
-34,99,Heyecanlı Durum
18,462,Mutlu Durum
-3,130,Heyecanlı Durum
-946,23,Üzgün Durum
-34,79,Heyecanlı Durum
-98,60,Heyecanlı Durum
-65,33,Rahatlamış Durum
-52,185,Sinirli Durum
27,356,Mutlu Durum
18,99,Heyecanlı Durum
-3192,744,Üzgün Durum
-38,24,Rahatlamış Durum
-57,11,Rahatlamış Durum
-3127,400,Üzgün Durum
30,16,Rahatlamış Durum
-73,277,Sinirli Durum
-52,147,Heyecanlı Durum
18,21,Rahatlamış Durum
-2,176,Heyecanlı Durum
-30,196,Şaşırmış Durum
-16,207,Şaşırmış Durum
-90,185,Sinirli Durum
-54,25,Rahatlamış Durum
-37,51,Heyecanlı Durum
-75,141,Sinirli Durum
-46,63,Heyecanlı Durum
-51,181,Heyecanlı Durum
-2124,454,Üzgün Durum
-40,74,Sinirli Durum
19,469,Mutlu Durum
25,90,Heyecanlı Durum
4,140,Şaşırmış Durum
-89,65,Sinirli Durum
-1882,263,Üzgün Durum
-19,136,Şaşırmış Durum
28,447,Mutlu Durum
-42,142,Sinirli Durum
-88,168,Heyecanlı Durum
30,399,Mutlu Durum
-83,713,Sinirli Durum
-63,198,Heyecanlı Durum
33,471,Mutlu Durum
24,31,Rahatlamış Durum
-71,302,Sinirli Durum
-25,12,Rahatlamış Durum
-60,11,Rahatlamış Durum
-844,605,Üzgün Durum
19,458,Mutlu Durum
-254,104,Üzgün Durum
-72,163,Sinirli Durum
-9,36,Rahatlamış Durum
-103,438,Sinirli Durum
-1398,516,Üzgün Durum
26,413,Mutlu Durum
-17,25,Rahatlamış Durum
-806,586,Üzgün Durum
-1930,340,Üzgün Durum
-671,424,Üzgün Durum
-68,460,Sinirli Durum
-27,176,Heyecanlı Durum
-3264,280,Üzgün Durum
-77,252,Sinirli Durum
18,354,Mutlu Durum
34,467,Mutlu Durum
17,36,Rahatlamış Durum
-67,281,Sinirli Durum
-40,807,Sinirli Durum
-41,27,Rahatlamış Durum
-66,217,Heyecanlı Durum
-65,140,Heyecanlı Durum
20,29,Rahatlamış Durum
-36,451,Sinirli Durum
21,207,Heyecanlı Durum
22,459,Mutlu Durum
-14,72,Heyecanlı Durum
1,16,Rahatlamış Durum
29,36,Rahatlamış Durum
-50,107,Heyecanlı Durum
-2708,507,Üzgün Durum
-1825,151,Üzgün Durum
-47,334,Sinirli Durum
11,332,Üzgün Durum
-900,162,Üzgün Durum
26,403,Mutlu Durum
24,473,Mutlu Durum
-72,709,Sinirli Durum
-76,319,Sinirli Durum
-13,55,Heyecanlı Durum
-15,125,Şaşırmış Durum
-18,182,Şaşırmış Durum
29,154,Şaşırmış Durum
-2504,664,Üzgün Durum
30,132,Heyecanlı Durum
-80,185,Sinirli Durum
-23,174,Şaşırmış Durum
-1084,648,Üzgün Durum
-2,24,Rahatlamış Durum
-66,436,Sinirli Durum
-54,25,Rahatlamış Durum
-2551,302,Üzgün Durum
16,376,Mutlu Durum
-14,147,Heyecanlı Durum
21,385,Mutlu Durum
-976,698,Üzgün Durum
0,144,Şaşırmış Durum
31,377,Üzgün Durum
-6,146,Şaşırmış Durum
-178,434,Üzgün Durum
15,18,Rahatlamış Durum
30,255,Şaşırmış Durum
-2,164,Heyecanlı Durum
-32,145,Şaşırmış Durum
34,19,Rahatlamış Durum
-164,426,Üzgün Durum
19,445,Mutlu Durum
-28,29,Rahatlamış Durum
-35,207,Heyecanlı Durum
-36,73,Heyecanlı Durum
-53,504,Sinirli Durum
-33,126,Şaşırmış Durum
-38,93,Heyecanlı Durum
18,410,Mutlu Durum
12,207,Şaşırmış Durum
-221,407,Üzgün Durum
-2076,622,Üzgün Durum
25,448,Mutlu Durum
28,454,Mutlu Durum
25,420,Mutlu Durum
-56,505,Sinirli Durum
12,142,Şaşırmış Durum
-67,517,Sinirli Durum
26,452,Mutlu Durum
-1609,746,Üzgün Durum
31,434,Mutlu Durum
-71,136,Heyecanlı Durum
24,384,Mutlu Durum
-68,122,Heyecanlı Durum
-36,36,Rahatlamış Durum
-10,11,Rahatlamış Durum
34,442,Mutlu Durum
10,36,Rahatlamış Durum
-2034,763,Üzgün Durum
7,222,Şaşırmış Durum
31,206,Heyecanlı Durum
15,198,Şaşırmış Durum
-53,28,Rahatlamış Durum
-63,54,Heyecanlı Durum
32,19,Rahatlamış Durum
25,463,Mutlu Durum
-2638,576,Üzgün Durum
-6,197,Şaşırmış Durum
-28,30,Rahatlamış Durum
-15,199,Heyecanlı Durum
29,414,Mutlu Durum
15,468,Mutlu Durum
-1811,564,Üzgün Durum
32,437,Mutlu Durum
-59,16,Rahatlamış Durum
-1,17,Rahatlamış Durum
-2216,563,Üzgün Durum
-56,610,Sinirli Durum
28,433,Mutlu Durum
-3231,789,Üzgün Durum
-15,20,Rahatlamış Durum
53,482,Üzgün Durum
-22,16,Rahatlamış Durum
18,380,Mutlu Durum
-2994,46,Üzgün Durum
-2456,548,Üzgün Durum
-25,125,Şaşırmış Durum
35,414,Mutlu Durum
-449,755,Üzgün Durum
-2801,648,Üzgün Durum
22,97,Heyecanlı Durum
-45,615,Sinirli Durum
1,168,Heyecanlı Durum
-7,33,Rahatlamış Durum
20,380,Mutlu Durum
-22,202,Şaşırmış Durum
-7,220,Heyecanlı Durum
15,456,Mutlu Durum
-8,159,Şaşırmış Durum
16,392,Mutlu Durum
14,137,Heyecanlı Durum
-100,563,Sinirli Durum
-18,28,Rahatlamış Durum
-2654,442,Üzgün Durum
-502,538,Üzgün Durum
-70,434,Sinirli Durum
-51,555,Sinirli Durum
-81,685,Sinirli Durum
-48,23,Rahatlamış Durum
-45,134,Heyecanlı Durum
-83,87,Sinirli Durum
-25,260,Şaşırmış Durum
-7,25,Rahatlamış Durum
29,18,Rahatlamış Durum
18,125,Şaşırmış Durum
-52,68,Sinirli Durum
-79,425,Sinirli Durum
-35,112,Heyecanlı Durum
-58,80,Sinirli Durum
-3144,586,Üzgün Durum
-83,335,Sinirli Durum
-2069,389,Üzgün Durum
-69,252,Sinirli Durum
20,398,Mutlu Durum
-2876,682,Üzgün Durum
-54,666,Sinirli Durum
-74,759,Sinirli Durum
18,457,Mutlu Durum
12,157,Şaşırmış Durum
-99,236,Sinirli Durum
-1092,592,Üzgün Durum
-10,160,Şaşırmış Durum
16,13,Rahatlamış Durum
22,457,Mutlu Durum
-78,130,Heyecanlı Durum
35,413,Mutlu Durum
-61,11,Rahatlamış Durum
-2305,729,Üzgün Durum
-64,296,Sinirli Durum
-58,329,Sinirli Durum
1,182,Şaşırmış Durum
-54,15,Rahatlamış Durum
-142,219,Üzgün Durum
-7,140,Heyecanlı Durum
-21,19,Rahatlamış Durum
29,418,Mutlu Durum
-105,176,Heyecanlı Durum
-69,141,Heyecanlı Durum
-916,255,Üzgün Durum
32,22,Rahatlamış Durum
34,376,Mutlu Durum
-58,14,Rahatlamış Durum
35,463,Mutlu Durum
-1064,730,Üzgün Durum
-57,80,Heyecanlı Durum
-70,24,Rahatlamış Durum
20,460,Mutlu Durum
-580,510,Üzgün Durum
-67,16,Rahatlamış Durum
-38,32,Rahatlamış Durum
-27,11,Rahatlamış Durum
27,458,Mutlu Durum
-1,28,Rahatlamış Durum
-43,12,Rahatlamış Durum
-45,199,Heyecanlı Durum
29,17,Rahatlamış Durum
-86,700,Sinirli Durum
-1763,443,Üzgün Durum
-62,82,Heyecanlı Durum
-101,624,Sinirli Durum
-77,224,Sinirli Durum
-39,135,Şaşırmış Durum
30,210,Şaşırmış Durum
-84,630,Sinirli Durum
-18,95,Heyecanlı Durum
-12,186,Şaşırmış Durum
27,209,Şaşırmış Durum
-54,27,Rahatlamış Durum
-24,216,Şaşırmış Durum
21,131,Şaşırmış Durum
25,28,Rahatlamış Durum
21,195,Heyecanlı Durum
-102,339,Sinirli Durum
-26,188,Şaşırmış Durum
-68,176,Sinirli Durum
10,201,Şaşırmış Durum
-13,183,Şaşırmış Durum
-43,609,Sinirli Durum
26,464,Mutlu Durum
-53,29,Rahatlamış Durum
8,146,Şaşırmış Durum
-97,477,Sinirli Durum
24,385,Mutlu Durum
-16,18,Rahatlamış Durum
23,105,Heyecanlı Durum
22,130,Heyecanlı Durum
-31,239,Şaşırmış Durum
-66,28,Rahatlamış Durum
-35,175,Heyecanlı Durum
32,195,Heyecanlı Durum
-49,207,Heyecanlı Durum
-19,208,Şaşırmış Durum
17,218,Şaşırmış Durum
-30,19,Rahatlamış Durum
-13,251,Şaşırmış Durum
-2171,624,Üzgün Durum
-6,162,Şaşırmış Durum
-36,598,Sinirli Durum
17,387,Mutlu Durum
-6,17,Rahatlamış Durum
-2574,608,Üzgün Durum
-69,65,Heyecanlı Durum
19,399,Mutlu Durum
-778,33,Üzgün Durum
-243,71,Üzgün Durum
-45,404,Sinirli Durum
20,233,Şaşırmış Durum
20,444,Mutlu Durum
-75,199,Heyecanlı Durum
-34,209,Heyecanlı Durum
13,34,Rahatlamış Durum
-58,25,Rahatlamış Durum
3,27,Rahatlamış Durum
-27,27,Rahatlamış Durum
-1,69,Heyecanlı Durum
-3217,665,Üzgün Durum
-79,42,Sinirli Durum
-46,156,Heyecanlı Durum
-1138,606,Üzgün Durum
-71,492,Sinirli Durum
19,18,Rahatlamış Durum
-1736,127,Üzgün Durum
-98,700,Sinirli Durum
-45,424,Sinirli Durum
22,354,Mutlu Durum
-2576,93,Üzgün Durum
-22,235,Şaşırmış Durum
20,461,Mutlu Durum
23,131,Şaşırmış Durum
-70,620,Sinirli Durum
13,30,Rahatlamış Durum
-56,593,Sinirli Durum
-3,218,Şaşırmış Durum
11,11,Rahatlamış Durum
14,258,Şaşırmış Durum
-6,158,Şaşırmış Durum
2,155,Şaşırmış Durum
-515,675,Üzgün Durum
-8,126,Heyecanlı Durum
-13,103,Heyecanlı Durum
29,350,Mutlu Durum
12,18,Rahatlamış Durum
-5,158,Şaşırmış Durum
-1511,590,Üzgün Durum
-95,816,Sinirli Durum
21,24,Rahatlamış Durum
-4,164,Şaşırmış Durum
-105,162,Heyecanlı Durum
31,16,Rahatlamış Durum
25,447,Mutlu Durum
-2526,17,Üzgün Durum
-28,196,Heyecanlı Durum
-36,94,Heyecanlı Durum
-50,382,Sinirli Durum
-38,35,Rahatlamış Durum
-1523,111,Üzgün Durum
2,156,Heyecanlı Durum
12,140,Şaşırmış Durum
-32,29,Rahatlamış Durum
-83,259,Sinirli Durum
-70,11,Rahatlamış Durum
-78,207,Heyecanlı Durum
24,365,Mutlu Durum
-75,430,Sinirli Durum
27,170,Heyecanlı Durum
-15,15,Rahatlamış Durum
18,452,Mutlu Durum
-39,473,Sinirli Durum
34,33,Rahatlamış Durum
-1374,224,Üzgün Durum
20,208,Şaşırmış Durum
-2636,768,Üzgün Durum
12,141,Şaşırmış Durum
-87,489,Sinirli Durum
-84,296,Sinirli Durum
-555,148,Üzgün Durum
